period,org_code,type,attendances,breaches,admissions
2016-11-01,RKB,1,12101,2976,3862
2016-11-01,RKB,2,1966,33,96
2016-11-01,RKB,other,2093,6,2
2016-11-01,RWE,1,12570,4447,3642
2016-11-01,RWE,2,1794,48,7
2016-11-01,RWE,other,6153,96,278
2016-11-01,RJE,1,14356,4635,4332
2016-11-01,RJE,2,437,0,0
2016-11-01,RJE,other,4522,6,0
2016-11-01,RBK,1,6175,1843,1872
2016-11-01,RBK,other,3616,1,0
2016-11-01,ATQ02,other,3877,0,0
2016-11-01,RWG,1,7880,1841,2908
2016-11-01,RWG,other,3681,13,0
2016-11-01,RGR,1,5358,830,1931
2016-11-01,RWP,1,9563,3122,2819
2016-11-01,RWP,other,5239,1,0
2016-11-01,R1A,2,692,0,0
2016-11-01,RLQ,1,4398,994,1037
2016-11-01,RLQ,other,2892,0,0
2016-11-01,REM,1,6607,2446,2037
2016-11-01,REM,other,6340,0,0
2016-11-01,RCF,1,4585,421,965
2016-11-01,RBS,1,5228,420,1118
2016-11-01,RFF,1,6788,832,2082
2016-11-01,RXL,1,6752,1687,1913
2016-11-01,RXL,other,8674,1,0
2016-11-01,RMC,1,9209,1889,2319
2016-11-01,RAE,1,11184,1668,2992
2016-11-01,NNF09,other,992,0,0
2016-11-01,RY2,other,7317,25,0
2016-11-01,RWY,1,12238,732,2451
2016-11-01,NTP08,other,3949,4,0
2016-11-01,RW3,1,12637,2357,3853
2016-11-01,RW3,2,3545,14,179
2016-11-01,RW3,other,9437,32,136
2016-11-01,RLN,1,7810,638,2704
2016-11-01,RLN,2,2072,11,39
2016-11-01,RLN,other,2548,1,0
2016-11-01,RJR,1,5662,730,1456
2016-11-01,RJR,other,948,4,0
2016-11-01,RXP,1,10727,1865,3179
2016-11-01,RXP,other,12074,0,0
2016-11-01,RNN,other,1015,7,0
2016-11-01,RP5,1,10868,1247,3322
2016-11-01,RP5,other,2581,0,330
2016-11-01,RJN,1,3976,763,933
2016-11-01,RJN,other,284,0,0
2016-11-01,RXR,1,8965,2636,3086
2016-11-01,RXR,other,6189,428,39
2016-11-01,NNF28,other,391,0,0
2016-11-01,RR7,1,7180,498,1614
2016-11-01,RR7,other,2230,2,0
2016-11-01,RCD,1,3959,295,949
2016-11-01,RCD,other,796,0,0
2016-11-01,RWA,1,10758,2303,3133
2016-11-01,RWA,other,1185,2,0
2016-11-01,RV9,other,1443,0,0
2016-11-01,RXN,1,7255,1880,1838
2016-11-01,RXN,other,3091,29,126
2016-11-01,Y01231,other,2178,0,0
2016-11-01,RR8,1,17848,3721,4802
2016-11-01,RR8,other,1884,1,0
2016-11-01,Y02875,other,3875,0,0
2016-11-01,RY1,other,2327,0,0
2016-11-01,REP,2,1043,5,118
2016-11-01,Y01069,other,2926,0,0
2016-11-01,RBT,1,4886,443,1772
2016-11-01,RBT,other,1759,0,0
2016-11-01,RXF,1,19295,4303,4575
2016-11-01,RNL,1,7325,1038,2101
2016-11-01,RVW,1,5748,327,1542
2016-11-01,RVW,other,1429,3,3
2016-11-01,RTV,other,1659,0,0
2016-11-01,NLO01,other,6000,24,0
2016-11-01,RJL,1,10617,1916,2458
2016-11-01,RJL,other,1254,2,1
2016-11-01,RTF,1,13756,908,3848
2016-11-01,RTF,other,1608,5,1
2016-11-01,RW6,1,22461,5318,5138
2016-11-01,RW6,other,3975,81,94
2016-11-01,RT2,other,4726,0,0
2016-11-01,RQ6,1,7498,2383,2180
2016-11-01,RQ6,2,1828,11,56
2016-11-01,RQ6,other,10097,0,0
2016-11-01,RM3,1,8564,1696,2737
2016-11-01,RCU,1,5089,196,724
2016-11-01,RHQ,1,9067,2265,2549
2016-11-01,RHQ,2,1178,0,0
2016-11-01,RHQ,other,7252,1,3
2016-11-01,RTR,1,10066,705,2224
2016-11-01,RTR,other,4967,0,19
2016-11-01,RE9,1,4827,432,1313
2016-11-01,RE9,other,714,4,0
2016-11-01,RVY,1,6163,685,1919
2016-11-01,RVY,other,4828,4,0
2016-11-01,RBN,1,8559,2225,3410
2016-11-01,RBN,other,5203,6,0
2016-11-01,RWJ,1,7749,1638,2513
2016-11-01,RMP,1,7029,943,1637
2016-11-01,RTD,1,10653,1154,2058
2016-11-01,RTD,2,1768,36,27
2016-11-01,RTD,other,4446,0,3
2016-11-01,RM2,1,8131,1066,2599
2016-11-01,RTX,1,6951,1307,2057
2016-11-01,RTX,other,1373,9,91
2016-11-01,RWW,1,6560,834,2690
2016-11-01,RWW,other,3429,6,0
2016-11-01,RY7,other,5117,13,0
2016-11-01,RBL,1,7840,1179,2485
2016-11-01,RBL,other,2117,18,0
2016-11-01,AJN,other,1538,0,0
2016-11-01,RRF,1,7235,1192,1744
2016-11-01,RCB,1,8771,2708,3224
2016-11-01,RCB,other,6133,3,0
2016-11-01,RTK,1,8510,1081,2024
2016-11-01,RTK,other,1500,0,0
2016-11-01,Y02688,other,3325,2,0
2016-11-01,NQT10,other,3266,0,0
2016-11-01,RWX,other,5049,0,0
2016-11-01,Y04538,other,2915,7,0
2016-11-01,RXH,1,12494,2432,3503
2016-11-01,RXH,2,1116,0,23
2016-11-01,NLW,other,4542,57,0
2016-11-01,RXQ,1,6957,1376,2772
2016-11-01,RXQ,2,1180,0,432
2016-11-01,RXQ,other,3411,19,0
2016-11-01,Y00058,other,2290,3,0
2016-11-01,NLT02,other,1029,0,0
2016-11-01,RJ8,other,7758,9,6
2016-11-01,RN7,1,8490,971,2585
2016-11-01,RN7,other,1495,1,0
2016-11-01,RBD,1,3459,145,1290
2016-11-01,RBD,other,3759,4,0
2016-11-01,RVV,1,12064,4115,3168
2016-11-01,RVV,other,5016,27,1324
2016-11-01,RXC,1,8989,1583,2657
2016-11-01,DD401,other,819,1,0
2016-11-01,RDU,1,19752,1722,6292
2016-11-01,R1J,other,5196,18,3
2016-11-01,RTE,1,11045,1478,3468
2016-11-01,RN3,1,6815,1924,2348
2016-11-01,RN3,other,4814,29,0
2016-11-01,RN5,1,8991,1042,2320
2016-11-01,RN5,other,1102,0,0
2016-11-01,NDA57,other,648,2,0
2016-11-01,R1F,1,3008,705,779
2016-11-01,R1F,other,1284,0,0
2016-11-01,RYY,other,8679,5,0
2016-11-01,NR5,other,3108,1,0
2016-11-01,RWF,1,11651,1793,3432
2016-11-01,RWF,other,1671,0,0
2016-11-01,RPA,1,9429,2167,2026
2016-11-01,RVJ,1,6748,1301,2444
2016-11-01,RBZ,1,3452,404,1092
2016-11-01,RBZ,other,3885,0,0
2016-11-01,L83087,other,145,0,0
2016-11-01,RNU,other,2521,84,0
2016-11-01,RTH,1,10867,725,3354
2016-11-01,RTH,2,1652,0,85
2016-11-01,NLX02,other,541,0,0
2016-11-01,RK9,1,8249,1381,2882
2016-11-01,RK9,2,223,3,0
2016-11-01,RD3,1,5397,463,1654
2016-11-01,RD3,other,1207,0,0
2016-11-01,RHU,1,9273,2900,3098
2016-11-01,RHU,2,826,0,0
2016-11-01,RHU,other,1641,2,4
2016-11-01,RPC,other,866,2,16
2016-11-01,RHW,1,9249,701,3071
2016-11-01,RHW,2,1359,7,3
2016-11-01,REF,1,5464,1257,2402
2016-11-01,REF,other,1298,17,23
2016-11-01,RH8,1,8143,560,1964
2016-11-01,RH8,other,611,0,0
2016-11-01,RA2,1,5747,686,2088
2016-11-01,RD1,1,5888,1268,2161
2016-11-01,RD1,other,967,13,119
2016-11-01,RNZ,1,3731,420,996
2016-11-01,RNZ,2,252,0,0
2016-11-01,Y02666,other,1176,0,0
2016-11-01,RH5,other,7479,59,0
2016-11-01,RYF,other,1112,0,0
2016-11-01,NTP11,other,4636,0,0
2016-11-01,RW1,other,1951,7,5
2016-11-01,NTPAD,other,4595,4,0
2016-11-01,RTP,1,8077,396,2623
2016-11-01,RDR,other,8252,68,0
2016-11-01,RBA,1,5141,332,1642
2016-11-01,AAH,other,197,0,0
2016-11-01,RDZ,1,6025,312,1753
2016-11-01,RDZ,2,1543,1,2
2016-11-01,RA9,1,5764,695,2374
2016-11-01,RA9,other,2522,0,0
2016-11-01,RHM,1,8429,1365,3163
2016-11-01,RHM,2,1371,16,15
2016-11-01,RA7,1,9625,2445,3064
2016-11-01,RA7,2,1801,17,4
2016-11-01,RYR,1,11063,671,3287
2016-11-01,RYR,other,985,6,0
2016-11-01,RA3,1,4170,1004,944
2016-11-01,NDA56,other,2468,17,0
2016-11-01,G82071,other,1840,0,0
2016-11-01,NDA55,other,2991,6,0
2016-11-01,NLX24,other,1341,12,0
2016-11-01,RA4,1,3821,178,1316
2016-10-01,RF4,1,20513,2797,4570
2016-10-01,RF4,2,637,6,0
2016-10-01,RF4,other,2713,15,0
2016-10-01,R1H,1,29209,5025,6848
2016-10-01,R1H,2,616,0,0
2016-10-01,R1H,other,10343,82,0
2016-10-01,AD913,other,4364,0,0
2016-10-01,RYX,other,19307,99,0
2016-10-01,RQM,1,16564,2061,3563
2016-10-01,RQM,other,7622,90,0
2016-10-01,RJ6,1,6328,1239,2160
2016-10-01,RJ6,other,3617,275,0
2016-10-01,Y02696,other,1139,0,0
2016-10-01,NX122,other,2794,0,0
2016-10-01,RVR,1,12270,327,2973
2016-10-01,RVR,2,444,0,7
2016-10-01,RJ1,1,12482,2152,3205
2016-10-01,RJ1,2,739,0,0
2016-10-01,RJ1,other,2968,2,0
2016-10-01,Y03082,other,3803,0,0
2016-10-01,RQX,1,10183,679,1703
2016-10-01,RY9,other,4737,0,0
2016-10-01,RYJ,1,9713,2905,3266
2016-10-01,RYJ,2,3984,9,8
2016-10-01,RYJ,other,10880,273,0
2016-10-01,RJZ,1,16936,4252,4366
2016-10-01,RJZ,2,1972,2,0
2016-10-01,RJZ,other,5174,245,0
2016-10-01,RAX,1,9267,1068,1747
2016-10-01,RAX,2,1024,6,0
2016-10-01,RJ2,1,17756,3669,4904
2016-10-01,RJ2,other,6136,448,0
2016-10-01,R1K,1,11857,3752,5060
2016-10-01,R1K,other,17477,97,0
2016-10-01,RP6,2,8472,281,43
2016-10-01,RAT,other,4920,31,0
2016-10-01,RAP,1,14014,1729,2950
2016-10-01,Y02973,other,833,0,0
2016-10-01,AF003,other,485,0,0
2016-10-01,AF002,other,596,0,0
2016-10-01,RAL,1,18804,3222,3716
2016-10-01,RAL,other,3392,0,0
2016-10-01,Y03047,other,1911,0,0
2016-10-01,RJ7,1,13155,989,3895
2016-10-01,RJ7,other,1403,0,0
2016-10-01,F84747,other,2509,0,0
2016-10-01,RAS,1,5405,2341,1638
2016-10-01,RAS,other,8209,15,0
2016-10-01,Y03094,other,3256,0,0
2016-10-01,E84068,other,3266,0,0
2016-10-01,RKE,1,8253,979,1214
2016-10-01,RRV,1,11861,1592,1997
2016-10-01,Y02147,other,9443,0,0
2016-10-01,Y03201,other,2567,0,0
2016-10-01,NL7,other,4817,0,0
2016-10-01,RDD,1,11582,1334,2259
2016-10-01,RC1,1,6193,778,1664
2016-10-01,M85813,other,3317,0,0
2016-10-01,RQ3,1,5289,347,1080
2016-10-01,RJF,1,5341,834,1717
2016-10-01,RJF,other,4268,1,6
2016-10-01,RGT,1,9708,2324,2941
2016-10-01,RGT,other,3243,2,0
2016-10-01,RFS,1,6690,551,1986
2016-10-01,NQ108,other,2480,3,0
2016-10-01,RDE,1,7639,1092,2547
2016-10-01,Y03571,other,5824,39,0
2016-10-01,Y02613,other,3979,0,0
2016-10-01,RTG,1,11761,1650,3423
2016-10-01,RTG,other,4131,1,0
2016-10-01,RY8,other,5046,2,0
2016-10-01,NNJ,other,1728,0,0
2016-10-01,RWH,1,9198,1623,3263
2016-10-01,RWH,other,4367,0,0
2016-10-01,NAX,other,388,0,0
2016-10-01,NQ106,other,635,0,0
2016-10-01,RLT,1,6597,927,1091
2016-10-01,NTPAL,other,2068,0,0
2016-10-01,NEH06,other,1945,0,0
2016-10-01,RR1,1,19404,3149,6082
2016-10-01,RR1,other,3569,51,1228
2016-10-01,RY4,other,875,2,0
2016-10-01,RQQ,1,4004,762,871
2016-10-01,RGQ,1,7353,491,1953
2016-10-01,RGQ,other,483,0,172
2016-10-01,RGP,1,6224,884,1178
2016-10-01,RGP,other,185,0,0
2016-10-01,RNQ,1,7404,895,2496
2016-10-01,C82038,other,356,0,0
2016-10-01,RY5,other,13694,150,57
2016-10-01,NJS05,other,3876,157,0
2016-10-01,RC9,1,8723,137,2686
2016-10-01,RC9,other,3763,0,0
2016-10-01,C82009,other,359,0,0
2016-10-01,NLO11,other,591,1,0
2016-10-01,NLO09,other,542,0,0
2016-10-01,RQ8,1,7959,1600,2198
2016-10-01,RQ8,other,430,15,0
2016-10-01,RD8,1,7330,1062,1291
2016-10-01,RD8,other,4852,1,0
2016-10-01,RM1,1,9976,1464,2559
2016-10-01,RM1,other,910,0,0
2016-10-01,Y02646,other,4946,0,0
2016-10-01,RGN,1,8055,1612,2222
2016-10-01,RGN,other,757,1,0
2016-10-01,RNS,1,9211,1548,2830
2016-10-01,RNS,2,972,1,0
2016-10-01,NMH01,other,5924,0,0
2016-10-01,NR3,other,5467,77,0
2016-10-01,RX1,1,15410,3523,4095
2016-10-01,RX1,2,1511,25,0
2016-10-01,RX1,other,223,2,0
2016-10-01,NLO10,other,2919,10,0
2016-10-01,C82010,other,274,0,0
2016-10-01,NLO12,other,308,0,0
2016-10-01,Y02428,other,2251,0,0
2016-10-01,RXK,1,14272,2663,3181
2016-10-01,RXK,2,2146,13,31
2016-10-01,RXK,other,2767,0,0
2016-10-01,RK5,1,8612,473,2696
2016-10-01,RK5,other,4004,31,5
2016-10-01,RXW,1,10400,2630,2273
2016-10-01,RXW,other,1671,0,0
2016-10-01,R1D,2,431,0,0
2016-10-01,R1D,other,1978,1,0
2016-10-01,Y02615,other,5866,0,0
2016-10-01,RJC,1,5582,253,1679
2016-10-01,RJC,other,647,0,0
2016-10-01,RAJ,1,8472,1977,2236
2016-10-01,Y02961,other,3980,0,0
2016-10-01,RNA,1,8907,686,2510
2016-10-01,RNA,other,6382,0,0
2016-10-01,RQW,1,8666,1973,1646
2016-10-01,RQW,other,25,0,0
2016-10-01,RCX,1,5455,578,2060
2016-10-01,RL4,1,11108,1468,2536
2016-10-01,RL4,other,8228,15,0
2016-10-01,RWD,1,12969,2416,3432
2016-10-01,RRK,1,10075,2013,2775
2016-10-01,RKB,1,12315,2369,4076
2016-10-01,RKB,2,1785,21,92
2016-10-01,RKB,other,2230,5,3
2016-10-01,RWE,1,12514,4333,3688
2016-10-01,RWE,2,1841,38,3
2016-10-01,RWE,other,6115,68,257
2016-10-01,RJE,1,15000,4731,4226
2016-10-01,RJE,2,361,0,0
2016-10-01,RJE,other,4811,9,0
2016-10-01,RBK,1,6388,1921,1959
2016-10-01,RBK,other,3703,7,0
2016-10-01,ATQ02,other,3948,0,0
2016-10-01,RWG,1,7949,2097,3040
2016-10-01,RWG,other,4047,20,0
2016-10-01,RGR,1,5814,806,2017
2016-10-01,RWP,1,10269,3029,2804
2016-10-01,RWP,other,5630,0,0
2016-10-01,R1A,2,633,0,0
2016-10-01,RLQ,1,4504,984,1002
2016-10-01,RLQ,other,2993,0,0
2016-10-01,REM,1,7184,2135,2197
2016-10-01,REM,other,6828,0,0
2016-10-01,RCF,1,4852,477,962
2016-10-01,RBS,1,5259,259,1156
2016-10-01,RFF,1,7097,484,2034
2016-10-01,RXL,1,7794,1971,2127
2016-10-01,RXL,other,9883,6,0
2016-10-01,RMC,1,9655,1782,2350
2016-10-01,RAE,1,11514,1722,2974
2016-10-01,NNF09,other,1092,0,0
2016-10-01,RY2,other,7726,123,0
2016-10-01,RWY,1,12915,664,2746
2016-10-01,NTP08,other,3977,4,0
2016-10-01,RW3,1,13359,2120,3907
2016-10-01,RW3,2,3682,10,178
2016-10-01,RW3,other,9943,15,147
2016-10-01,RLN,1,8078,839,2775
2016-10-01,RLN,2,2244,9,26
2016-10-01,RLN,other,2704,2,0
2016-10-01,RJR,1,6394,1384,1612
2016-10-01,RJR,other,746,4,0
2016-10-01,RXP,1,11166,1353,3163
2016-10-01,RXP,other,12650,0,0
2016-10-01,RNN,other,1226,14,0
2016-10-01,RP5,1,11372,999,3426
2016-10-01,RP5,other,2542,0,374
2016-10-01,RJN,1,4234,805,978
2016-10-01,RJN,other,286,0,0
2016-10-01,RXR,1,9761,2072,3320
2016-10-01,RXR,other,5889,581,45
2016-10-01,NNF28,other,364,0,0
2016-10-01,RR7,1,7614,460,1682
2016-10-01,RR7,other,2250,3,0
2016-10-01,RCD,1,3968,237,922
2016-10-01,RCD,other,903,0,0
2016-10-01,RWA,1,11219,2584,1876
2016-10-01,RWA,other,1305,0,0
2016-10-01,RV9,other,1740,1,0
2016-10-01,RXN,1,7676,2050,2048
2016-10-01,RXN,other,3427,20,128
2016-10-01,Y01231,other,2362,0,0
2016-10-01,RR8,1,18780,3012,5086
2016-10-01,RR8,other,2118,0,0
2016-10-01,Y02875,other,3988,0,0
2016-10-01,RY1,other,2288,0,0
2016-10-01,REP,2,1152,18,119
2016-10-01,Y01069,other,3275,0,0
2016-10-01,RBT,1,5492,813,2025
2016-10-01,RBT,other,2041,0,0
2016-10-01,RXF,1,20172,3934,4555
2016-10-01,RNL,1,8173,964,2098
2016-10-01,RVW,1,5894,273,1542
2016-10-01,RVW,other,1615,0,3
2016-10-01,RTV,other,1861,0,0
2016-10-01,NLO01,other,6152,14,0
2016-10-01,RJL,1,11530,1484,2500
2016-10-01,RJL,other,1590,3,0
2016-10-01,RTF,1,14484,1083,3958
2016-10-01,RTF,other,2122,3,0
2016-10-01,RW6,1,22954,4862,4957
2016-10-01,RW6,other,4158,123,141
2016-10-01,RT2,other,4936,2,0
2016-10-01,RQ6,1,8167,2252,2335
2016-10-01,RQ6,2,1800,4,39
2016-10-01,RQ6,other,10606,0,0
2016-10-01,RM3,1,8922,1102,2869
2016-10-01,RCU,1,5003,138,704
2016-10-01,RHQ,1,9983,2623,2769
2016-10-01,RHQ,2,1214,0,0
2016-10-01,RHQ,other,7119,10,9
2016-10-01,RTR,1,10797,796,2053
2016-10-01,RTR,other,5358,0,23
2016-10-01,RE9,1,5131,414,1286
2016-10-01,RE9,other,637,3,0
2016-10-01,RVY,1,6715,931,1975
2016-10-01,RVY,other,5198,9,0
2016-10-01,RBN,1,8845,2268,3370
2016-10-01,RBN,other,5415,11,0
2016-10-01,RWJ,1,8186,1832,2465
2016-10-01,RMP,1,7394,1176,1779
2016-10-01,RTD,1,11357,746,2325
2016-10-01,RTD,2,1734,51,25
2016-10-01,RTD,other,4640,0,1
2016-10-01,RFR,1,6606,979,1412
2016-10-01,RM2,1,8437,872,2592
2016-10-01,RTX,1,7663,1170,2043
2016-10-01,RTX,other,1869,36,111
2016-10-01,RWW,1,6918,836,2815
2016-10-01,RWW,other,3699,7,0
2016-10-01,RY7,other,5579,7,0
2016-10-01,RBL,1,8007,1152,2387
2016-10-01,RBL,other,2107,9,0
2016-10-01,AJN,other,1782,0,0
2016-10-01,RRF,1,7896,1224,1805
2016-10-01,RCB,1,9370,2374,3427
2016-10-01,RCB,other,7121,24,0
2016-10-01,RTK,1,8769,987,2074
2016-10-01,RTK,other,1465,0,0
2016-10-01,Y02688,other,3398,0,0
2016-10-01,NQT10,other,3240,0,0
2016-10-01,RWX,other,5123,0,0
2016-10-01,Y04538,other,2988,11,0
2016-10-01,RXH,1,13053,2444,3578
2016-10-01,RXH,2,1024,0,27
2016-10-01,NLW,other,5034,56,0
2016-10-01,RXQ,1,7163,1171,2717
2016-10-01,RXQ,2,1274,0,451
2016-10-01,RXQ,other,3570,14,0
2016-10-01,Y00058,other,2489,14,0
2016-10-01,NLT02,other,1134,0,0
2016-10-01,RJ8,other,9387,50,7
2016-10-01,RN7,1,8670,1416,2513
2016-10-01,RN7,other,1662,0,0
2016-10-01,RBD,1,3763,251,1322
2016-10-01,RDY,other,5553,7,3
2016-10-01,RVV,1,12700,3703,3176
2016-10-01,RVV,other,5323,27,1374
2016-10-01,RXC,1,9396,2063,2619
2016-10-01,RDU,1,20345,1047,6258
2016-10-01,R1J,other,5834,22,2
2016-10-01,RTE,1,11697,1633,3608
2016-10-01,RN3,1,7240,1822,2439
2016-10-01,RN3,other,5276,23,0
2016-10-01,RN5,1,9278,863,2244
2016-10-01,RN5,other,1189,0,0
2016-10-01,NDA57,other,697,0,0
2016-10-01,R1F,1,3400,819,825
2016-10-01,R1F,other,1384,0,0
2016-10-01,RYY,other,9727,5,0
2016-10-01,NR5,other,3590,5,0
2016-10-01,RWF,1,12047,1534,3464
2016-10-01,RWF,other,1923,2,0
2016-10-01,RPA,1,9656,1949,1939
2016-10-01,RVJ,1,7515,1761,2567
2016-10-01,RBZ,1,3915,509,1193
2016-10-01,RBZ,other,5008,0,0
2016-10-01,L83087,other,138,0,0
2016-10-01,RNU,other,2758,78,0
2016-10-01,RTH,1,11639,3469,3266
2016-10-01,RTH,2,1647,0,74
2016-10-01,NLX02,other,611,0,0
2016-10-01,RK9,1,8475,1074,2960
2016-10-01,RK9,2,240,1,0
2016-10-01,RD3,1,5627,649,1725
2016-10-01,RHU,1,9512,2923,3168
2016-10-01,RHU,2,856,2,0
2016-10-01,RHU,other,1808,4,7
2016-10-01,RPC,other,911,4,37
2016-10-01,RHW,1,9255,721,2915
2016-10-01,RHW,2,1320,11,5
2016-10-01,REF,1,5975,1735,2538
2016-10-01,REF,other,1625,18,28
2016-10-01,RH8,1,8612,795,1950
2016-10-01,RH8,other,706,0,0
2016-10-01,RA2,1,5934,810,2001
2016-10-01,RD1,1,6160,610,2181
2016-10-01,RD1,other,1078,15,99
2016-10-01,RNZ,1,4028,326,1006
2016-10-01,RNZ,2,305,0,0
2016-10-01,Y02666,other,1386,0,0
2016-10-01,RH5,other,7479,14,0
2016-10-01,NTP11,other,4697,2,0
2016-10-01,RW1,other,2320,12,8
2016-10-01,NTPAD,other,4922,7,0
2016-10-01,RTP,1,8347,386,2551
2016-10-01,RDR,other,8713,139,0
2016-10-01,RBA,1,5506,537,1687
2016-10-01,AAH,other,196,0,0
2016-10-01,RDZ,1,6452,360,1814
2016-10-01,RDZ,2,1501,0,2
2016-10-01,RA9,1,6153,408,2463
2016-10-01,RA9,other,2836,0,0
2016-10-01,RHM,1,8654,1130,3285
2016-10-01,RHM,2,1551,11,17
2016-10-01,RA7,1,9378,1888,2940
2016-10-01,RA7,2,1908,37,13
2016-10-01,RYR,1,11761,822,3325
2016-10-01,RYR,other,986,6,0
2016-10-01,RA3,1,4636,1331,1050
2016-10-01,NDA56,other,2619,33,0
2016-10-01,G82071,other,2081,0,0
2016-10-01,NDA55,other,3152,18,0
2016-10-01,NLX24,other,1413,14,0
2016-10-01,RA4,1,3981,186,1083
2016-09-01,RF4,1,19435,2141,4243
2016-09-01,RF4,2,697,6,0
2016-09-01,RF4,other,2432,0,0
2016-09-01,R1H,1,28857,3879,6846
2016-09-01,R1H,2,769,24,0
2016-09-01,R1H,other,9842,56,0
2016-09-01,AD913,other,4296,1,0
2016-09-01,RYX,other,18729,74,0
2016-09-01,RQM,1,15918,1388,3260
2016-09-01,RQM,other,7187,49,0
2016-09-01,RJ6,1,5885,911,1899
2016-09-01,RJ6,other,3964,249,0
2016-09-01,Y02696,other,773,0,0
2016-09-01,NX122,other,2368,0,0
2016-09-01,RVR,1,12184,353,2952
2016-09-01,RVR,2,493,0,9
2016-09-01,RJ1,1,12240,1745,3166
2016-09-01,RJ1,2,801,0,0
2016-09-01,RJ1,other,3052,1,0
2016-09-01,Y03082,other,3629,0,0
2016-09-01,RQX,1,10089,542,1552
2016-09-01,RY9,other,4430,0,0
2016-09-01,RYJ,1,9515,2595,3219
2016-09-01,RYJ,2,3955,53,10
2016-09-01,RYJ,other,10854,204,0
2016-09-01,RJZ,1,16771,4042,4482
2016-09-01,RJZ,2,2043,8,0
2016-09-01,RJZ,other,5049,242,0
2016-09-01,RAX,1,8796,759,1641
2016-09-01,RAX,2,1056,1,0
2016-09-01,RJ2,1,17094,2873,4715
2016-09-01,RJ2,other,5629,218,0
2016-09-01,R1K,1,11733,3227,5086
2016-09-01,R1K,other,16458,85,0
2016-09-01,RP6,2,8613,102,78
2016-09-01,RAT,other,4685,22,0
2016-09-01,RAP,1,13251,1633,2651
2016-09-01,Y02973,other,738,0,0
2016-09-01,AF003,other,577,0,0
2016-09-01,AF002,other,656,0,0
2016-09-01,RAL,1,18436,2626,3862
2016-09-01,RAL,other,3318,0,0
2016-09-01,Y03047,other,1829,0,0
2016-09-01,RJ7,1,12699,1107,3704
2016-09-01,RJ7,other,1562,0,0
2016-09-01,F84747,other,2532,0,0
2016-09-01,RAS,1,5222,1950,1744
2016-09-01,RAS,other,8114,68,0
2016-09-01,Y03094,other,3277,0,0
2016-09-01,E84068,other,2809,0,0
2016-09-01,RKE,1,8020,531,1205
2016-09-01,RRV,1,11401,1492,2016
2016-09-01,Y02147,other,9182,0,0
2016-09-01,Y03201,other,2460,0,0
2016-09-01,NL7,other,4401,0,0
2016-09-01,RDD,1,11182,1080,2176
2016-09-01,RC1,1,6068,568,1891
2016-09-01,M85813,other,3040,0,0
2016-09-01,RQ3,1,4740,201,1010
2016-09-01,RJF,1,5287,784,1619
2016-09-01,RJF,other,4403,0,5
2016-09-01,RGT,1,9345,2677,2860
2016-09-01,RGT,other,3453,5,21
2016-09-01,RFS,1,6537,565,1868
2016-09-01,NQ108,other,2789,4,0
2016-09-01,RDE,1,7386,413,2526
2016-09-01,Y03571,other,5549,43,0
2016-09-01,Y02613,other,3761,0,0
2016-09-01,RTG,1,11344,1957,3318
2016-09-01,RTG,other,3747,0,0
2016-09-01,RY8,other,5048,2,0
2016-09-01,NNJ,other,1536,0,0
2016-09-01,RWH,1,8891,2291,3011
2016-09-01,RWH,other,4423,0,0
2016-09-01,NAX,other,552,0,0
2016-09-01,NQ106,other,674,0,0
2016-09-01,RLT,1,6363,584,1091
2016-09-01,NTPAL,other,1918,0,0
2016-09-01,Y02662,other,1560,0,0
2016-09-01,NEH06,other,2019,0,0
2016-09-01,RR1,1,18682,2905,5709
2016-09-01,RR1,other,3561,34,1235
2016-09-01,RY4,other,1026,1,0
2016-09-01,RQQ,1,3997,814,917
2016-09-01,RGQ,1,7508,782,1990
2016-09-01,RGQ,other,495,0,163
2016-09-01,RGP,1,6446,759,1203
2016-09-01,RNQ,1,7205,662,2387
2016-09-01,C82038,other,480,0,0
2016-09-01,RY5,other,13425,116,38
2016-09-01,NJS05,other,3550,92,0
2016-09-01,RC9,1,8298,102,2318
2016-09-01,RC9,other,3326,0,0
2016-09-01,C82009,other,426,0,0
2016-09-01,NLO11,other,567,1,0
2016-09-01,NLO09,other,530,0,0
2016-09-01,RQ8,1,7926,1277,2128
2016-09-01,RQ8,other,401,15,0
2016-09-01,RD8,1,7178,671,1219
2016-09-01,RD8,other,4380,5,0
2016-09-01,RM1,1,9787,951,2452
2016-09-01,RM1,other,1034,0,0
2016-09-01,Y02646,other,4787,0,0
2016-09-01,RGN,1,7872,1201,2167
2016-09-01,RGN,other,797,1,1
2016-09-01,RNS,1,8948,1069,2652
2016-09-01,RNS,2,1005,5,0
2016-09-01,NMH01,other,5518,0,0
2016-09-01,NR3,other,4814,20,0
2016-09-01,RX1,1,14328,3001,3805
2016-09-01,RX1,2,1604,29,0
2016-09-01,RX1,other,242,3,0
2016-09-01,NLO10,other,2783,8,0
2016-09-01,C82010,other,328,0,0
2016-09-01,NLO12,other,306,0,0
2016-09-01,Y02428,other,1929,0,0
2016-09-01,RXK,1,14180,2020,2936
2016-09-01,RXK,2,2146,31,27
2016-09-01,RXK,other,2568,0,0
2016-09-01,RK5,1,9138,604,2575
2016-09-01,RK5,other,3176,24,2
2016-09-01,RXW,1,10012,2131,2038
2016-09-01,RXW,other,1493,0,0
2016-09-01,R1D,2,467,0,0
