period,org_code,type,attendances,breaches,admissions
Aug-16,RD3,1,5734,344,1616
Aug-16,RHU,1,9442,2246,3061
Aug-16,RHU,2,805,5,0
Aug-16,RHU,other,2098,1,3
Aug-16,RPC,other,917,2,16
Aug-16,RHW,1,8777,566,3076
Aug-16,RHW,2,1354,8,2
Aug-16,REF,1,6781,1053,2805
Aug-16,REF,other,2078,13,8
Aug-16,RH8,1,8665,950,1735
Aug-16,RA2,1,5582,487,1830
Aug-16,RD1,1,6108,1417,2074
Aug-16,RD1,other,897,11,103
Aug-16,RNZ,1,4010,278,986
Aug-16,RNZ,2,311,0,0
Aug-16,Y02666,other,1283,0,0
Aug-16,RH5,other,8500,20,0
Aug-16,NTP11,other,4427,2,0
Aug-16,RW1,other,2754,22,4
Aug-16,NTPAD,other,5020,19,0
Aug-16,RTP,1,7930,319,2477
Aug-16,RDR,other,9160,177,0
Aug-16,RBA,1,5562,599,1799
Aug-16,AAH,other,243,0,0
Aug-16,RDZ,1,6967,238,1865
Aug-16,RDZ,2,1646,0,14
Aug-16,RA9,1,6587,759,2533
Aug-16,RA9,other,3862,0,0
Aug-16,RHM,1,8093,518,3027
Aug-16,RHM,2,1660,3,10
Aug-16,RA7,1,8378,1004,2650
Aug-16,RA7,2,1945,27,20
Aug-16,RYR,1,12234,764,3257
Aug-16,RYR,other,1065,2,0
Aug-16,RA3,1,4906,855,993
Aug-16,NDA56,other,2676,18,0
Aug-16,G82071,other,2407,0,0
Aug-16,NDA55,other,3201,9,0
Aug-16,NLX24,other,1562,2,0
Aug-16,RA4,1,3810,225,1012
Jul-16,RF4,1,20878,3623,4091
Jul-16,RF4,2,735,28,0
Jul-16,RF4,other,2858,14,0
Jul-16,R1H,1,29016,4273,6576
Jul-16,R1H,2,667,1,0
Jul-16,R1H,other,9808,119,0
Jul-16,AD913,other,4578,2,0
Jul-16,RYX,other,19122,13,0
Jul-16,RQM,1,16761,1178,3321
Jul-16,RQM,other,7362,28,0
Jul-16,RJ6,1,6008,531,1967
Jul-16,RJ6,other,4442,74,0
Jul-16,Y02696,other,1029,0,0
Jul-16,NX122,other,2738,0,0
Jul-16,RVR,1,13188,809,3370
Jul-16,RVR,2,456,6,7
Jul-16,RJ1,1,12777,1517,3057
Jul-16,RJ1,2,751,0,0
Jul-16,RJ1,other,3015,0,0
Jul-16,Y03082,other,3690,0,0
Jul-16,RQX,1,10751,490,1641
Jul-16,RY9,other,4805,3,0
Jul-16,RYJ,1,9693,1925,3317
Jul-16,RYJ,2,4007,50,5
Jul-16,RYJ,other,11077,88,0
Jul-16,RJZ,1,17404,3805,4486
Jul-16,RJZ,2,2081,2,0
Jul-16,RJZ,other,5513,314,0
Jul-16,RAX,1,8832,612,1637
Jul-16,RAX,2,992,2,0
Jul-16,RJ2,1,17635,3245,4459
Jul-16,RJ2,other,5796,254,0
Jul-16,R1K,1,11477,2544,5374
Jul-16,R1K,other,17557,100,0
Jul-16,RP6,2,8822,88,29
Jul-16,RAT,other,5038,46,0
Jul-16,RAP,1,13445,1470,2356
Jul-16,Y02973,other,852,0,0
Jul-16,Y02585,other,880,1,0
Jul-16,AF003,other,568,0,0
Jul-16,AF002,other,750,0,0
Jul-16,RAL,1,19112,1961,4008
Jul-16,RAL,other,3517,0,0
Jul-16,Y03047,other,1849,0,0
Jul-16,RJ7,1,13302,829,3712
Jul-16,RJ7,other,1450,0,0
Jul-16,F84747,other,2305,0,0
Jul-16,RAS,1,5359,1872,1707
Jul-16,RAS,other,8633,64,0
Jul-16,Y03094,other,3294,0,0
Jul-16,Y02987,other,1019,0,0
Jul-16,E84068,other,3360,0,0
Jul-16,RKE,1,8277,998,1392
Jul-16,RRV,1,12121,1227,2044
Jul-16,Y02147,other,9933,0,0
Jul-16,Y03201,other,2508,0,0
Jul-16,NL7,other,5174,0,0
Jul-16,RDD,1,11719,1832,2184
Jul-16,RC1,1,6446,672,1833
Jul-16,RYW,2,431,0,0
Jul-16,M85813,other,3156,0,0
Jul-16,RQ3,1,4832,257,902
Jul-16,RJF,1,5756,873,1598
Jul-16,RJF,other,5064,1,0
Jul-16,RGT,1,10081,2288,3123
Jul-16,RGT,other,3253,12,0
Jul-16,RFS,1,7301,881,1948
Jul-16,NQ108,other,3149,4,0
Jul-16,RDE,1,7660,924,2441
Jul-16,Y03571,other,6224,9,0
Jul-16,Y02613,other,4059,0,0
Jul-16,RTG,1,12240,2251,3537
Jul-16,RTG,other,3808,0,0
Jul-16,RY8,other,5471,3,0
Jul-16,NNJ,other,1917,0,0
Jul-16,RWH,1,9286,2231,3211
Jul-16,RWH,other,4833,2,0
Jul-16,NAX,other,727,0,0
Jul-16,NQ106,other,793,9,0
Jul-16,RLT,1,6820,740,1137
Jul-16,NTPAL,other,2099,0,0
Jul-16,Y02662,other,1355,0,0
Jul-16,NEH06,other,2123,0,0
Jul-16,RR1,1,19568,2461,5841
Jul-16,RR1,other,3916,23,1188
Jul-16,RY4,other,924,0,0
Jul-16,RQQ,1,4274,811,865
Jul-16,RGQ,1,7986,679,2095
Jul-16,RGQ,other,491,0,162
Jul-16,RGP,1,7062,650,1191
Jul-16,RNQ,1,7788,1086,2581
Jul-16,C82038,other,372,0,0
Jul-16,RY5,other,14943,212,45
Jul-16,NJS05,other,3932,53,0
Jul-16,RC9,1,8984,111,2420
Jul-16,RC9,other,3657,0,0
Jul-16,C82009,other,400,0,0
Jul-16,NLO11,other,639,0,0
Jul-16,NLO09,other,520,0,0
Jul-16,RQ8,1,8126,1936,1977
Jul-16,RQ8,other,467,24,0
Jul-16,RD8,1,7815,546,1372
Jul-16,RD8,other,5170,1,0
Jul-16,RM1,1,10303,1080,2891
Jul-16,RM1,other,1252,0,0
Jul-16,Y02646,other,4904,0,0
Jul-16,RGN,1,8819,2422,2215
Jul-16,RGN,other,834,1,0
Jul-16,RNS,1,9296,904,2845
Jul-16,RNS,2,920,8,0
Jul-16,NMH01,other,5936,0,0
Jul-16,NR3,other,5352,73,0
Jul-16,RX1,1,15291,4762,3957
Jul-16,RX1,2,1588,3,0
Jul-16,RX1,other,245,2,0
Jul-16,NLO10,other,2852,16,0
Jul-16,C82010,other,353,0,0
Jul-16,NLO12,other,353,0,0
Jul-16,Y02428,other,2158,0,0
Jul-16,RXK,1,14488,2128,3141
Jul-16,RXK,2,2017,40,36
Jul-16,RXK,other,2864,21,0
Jul-16,RK5,1,9563,670,2608
Jul-16,RK5,other,3812,27,10
Jul-16,RXW,1,10919,1673,2254
Jul-16,RXW,other,1880,0,0
Jul-16,R1D,2,363,0,0
Jul-16,R1D,other,2349,1,0
Jul-16,Y02568,other,3527,0,0
Jul-16,Y02615,other,5599,0,0
Jul-16,RJC,1,5701,300,1671
Jul-16,RJC,other,717,0,0
Jul-16,RAJ,1,9007,1286,2168
Jul-16,Y02961,other,3882,0,0
Jul-16,RNA,1,8947,596,2599
Jul-16,RNA,other,6786,0,0
Jul-16,RQW,1,8919,2477,1405
Jul-16,RQW,other,189,0,0
Jul-16,RCX,1,5806,480,1905
Jul-16,RL4,1,11561,1845,2694
Jul-16,RL4,other,4663,0,0
Jul-16,RWD,1,14680,3148,3653
Jul-16,RRK,1,9842,1333,2744
Jul-16,RKB,1,11961,2778,3639
Jul-16,RKB,2,1927,54,84
Jul-16,RKB,other,2515,19,3
Jul-16,RWE,1,12275,4450,3381
Jul-16,RWE,2,1925,138,11
Jul-16,RWE,other,5949,64,241
Jul-16,RJE,1,15596,4317,4396
Jul-16,RJE,2,384,0,0
Jul-16,RJE,other,5293,45,0
Jul-16,RBK,1,6629,1518,1881
Jul-16,RBK,other,4036,1,0
Jul-16,ATQ02,other,3785,0,0
Jul-16,RWG,1,8223,2081,2915
Jul-16,RWG,other,4503,57,0
Jul-16,RGR,1,5996,861,2022
Jul-16,NLO20,other,3761,14,0
Jul-16,RWP,1,11004,2465,3000
Jul-16,RWP,other,6211,5,0
Jul-16,R1A,2,730,0,0
Jul-16,RLQ,1,4891,888,944
Jul-16,RLQ,other,3172,0,0
Jul-16,REM,1,7374,2026,2296
Jul-16,REM,other,7051,0,0
Jul-16,RCF,1,5124,496,1103
Jul-16,RBS,1,4869,210,1140
Jul-16,RFF,1,7335,630,2140
Jul-16,RXL,1,8166,2443,2166
Jul-16,RXL,other,9813,4,0
Jul-16,RMC,1,9951,1798,2325
Jul-16,RAE,1,11926,1212,2919
Jul-16,NNF09,other,1333,0,0
Jul-16,RY2,other,8882,32,0
Jul-16,RWY,1,13307,749,2657
Jul-16,NTP08,other,3999,0,0
Jul-16,RW3,1,12605,1955,3673
Jul-16,RW3,2,3658,21,162
Jul-16,RW3,other,10377,35,138
Jul-16,RLN,1,7533,611,2754
Jul-16,RLN,2,2490,8,38
Jul-16,RLN,other,2433,8,0
Jul-16,RJR,1,6159,619,1816
Jul-16,RJR,other,688,3,0
Jul-16,RXP,1,11688,1228,3295
Jul-16,RXP,other,13708,0,0
Jul-16,RNN,other,1443,0,0
Jul-16,RP5,1,12047,1072,3151
Jul-16,RP5,other,3100,0,296
Jul-16,RJN,1,4298,957,900
Jul-16,RJN,other,354,0,0
Jul-16,RXR,1,9702,2220,3303
Jul-16,RXR,other,6076,264,51
Jul-16,NNF28,other,460,0,0
Jul-16,RR7,1,7635,264,1743
Jul-16,RR7,other,2396,2,0
Jul-16,RCD,1,4312,220,972
Jul-16,RCD,other,926,0,0
Jul-16,RWA,1,11987,2336,1744
Jul-16,RWA,other,1467,17,0
Jul-16,RV9,other,2040,2,0
Jul-16,RXN,1,8079,1282,2037
Jul-16,RXN,other,3355,11,132
Jul-16,Y01231,other,2936,0,0
Jul-16,RR8,1,18514,2742,6605
Jul-16,RR8,other,2311,0,0
Jul-16,Y02875,other,3768,0,0
Jul-16,RY1,other,2092,0,0
Jul-16,REP,2,1065,45,107
Jul-16,Y01069,other,3031,0,0
Jul-16,RBT,1,5520,856,1986
Jul-16,RBT,other,2144,0,0
Jul-16,RXF,1,21039,2977,4463
Jul-16,RNL,1,8156,701,1926
Jul-16,RVW,1,6330,382,1635
Jul-16,RVW,other,1882,4,5
Jul-16,RTV,other,1861,0,0
Jul-16,NLO01,other,6440,48,0
Jul-16,RJL,1,12160,1189,2559
Jul-16,RJL,other,1869,4,0
Jul-16,RTF,1,15282,589,3995
Jul-16,RTF,other,2483,1,0
Jul-16,RW6,1,23354,4895,4749
Jul-16,RW6,other,4230,177,132
Jul-16,RT2,other,5111,0,0
Jul-16,RQ6,1,7809,1609,2316
Jul-16,RQ6,2,1930,0,55
Jul-16,RQ6,other,10403,0,0
Jul-16,RM3,1,8814,1604,2777
Jul-16,RCU,1,4715,144,611
Jul-16,RHQ,1,9791,2369,2810
Jul-16,RHQ,2,1158,0,0
Jul-16,RHQ,other,6586,0,2
Jul-16,RTR,1,11692,498,2100
Jul-16,RTR,other,5843,0,34
Jul-16,RE9,1,5346,444,1209
Jul-16,RE9,other,843,0,0
Jul-16,RVY,1,6509,1407,1882
Jul-16,RVY,other,5244,6,0
Jul-16,RBN,1,9194,2126,3364
Jul-16,RBN,other,5634,10,0
Jul-16,RWJ,1,8503,1571,2405
Jul-16,RMP,1,7609,1143,1776
Jul-16,RTD,1,10532,423,2444
Jul-16,RTD,2,1820,19,20
Jul-16,RTD,other,4335,0,4
Jul-16,RFR,1,6982,760,1496
Jul-16,RM2,1,8463,1116,2620
Jul-16,RTX,1,7987,1337,2247
Jul-16,RTX,other,2146,57,128
Jul-16,RWW,1,7090,780,2801
Jul-16,RWW,other,3701,9,0
Jul-16,RY7,other,6068,30,0
Jul-16,RBL,1,8199,1209,2339
Jul-16,RBL,other,2456,11,0
Jul-16,AJN,other,1857,0,0
Jul-16,RRF,1,8080,835,2006
Jul-16,RCB,1,9561,1213,3264
Jul-16,RCB,other,8148,90,0
Jul-16,RTK,1,8631,812,1993
Jul-16,RTK,other,1334,4,0
Jul-16,Y02688,other,3148,5,0
Jul-16,NQT10,other,3408,0,0
Jul-16,RWX,other,5999,0,0
Jul-16,RXH,1,13379,2310,3593
Jul-16,RXH,2,1163,0,29
Jul-16,NLW,other,5306,124,0
Jul-16,RXQ,1,7460,983,2826
Jul-16,RXQ,2,1194,0,409
Jul-16,RXQ,other,3886,47,0
Jul-16,Y00058,other,2761,12,0
Jul-16,NLT02,other,1272,0,0
Jul-16,RJ8,other,10920,17,7
Jul-16,RN7,1,8928,1333,2318
Jul-16,RBD,1,4077,368,1380
Jul-16,RDY,other,6894,11,7
Jul-16,RVV,1,13504,3151,3232
Jul-16,RVV,other,5080,37,972
Jul-16,RXC,1,10144,1768,2618
Jul-16,RDU,1,21519,2143,6382
Jul-16,R1J,other,7072,30,1
Jul-16,RTE,1,11969,1676,3757
Jul-16,RN3,1,7048,1640,2355
Jul-16,RN3,other,6165,24,0
Jul-16,RN5,1,9896,1384,2371
Jul-16,RN5,other,858,0,0
Jul-16,NDA57,other,755,4,0
Jul-16,R1F,1,3929,755,867
Jul-16,R1F,other,2037,0,0
Jul-16,RYY,other,11634,4,0
Jul-16,NR5,other,4442,0,0
Jul-16,RWF,1,12947,1861,3388
Jul-16,RWF,other,2193,0,0
Jul-16,RPA,1,10415,2127,2199
Jul-16,RVJ,1,7637,1572,2561
Jul-16,RBZ,1,4379,609,1175
Jul-16,RBZ,other,6872,0,0
Jul-16,L83087,other,163,0,0
Jul-16,RNU,other,3237,163,0
Jul-16,RTH,1,11736,1673,3324
Jul-16,RTH,2,1760,0,72
Jul-16,NLX02,other,741,2,0
Jul-16,RK9,1,8569,1555,2773
Jul-16,RK9,2,271,0,0
Jul-16,RD3,1,6244,542,1612
Jul-16,RHU,1,9742,2519,2941
Jul-16,RHU,2,812,3,0
Jul-16,RHU,other,2217,0,5
Jul-16,RPC,other,989,9,16
Jul-16,RHW,1,9569,990,3341
Jul-16,RHW,2,1375,0,0
Jul-16,REF,1,6715,1266,2789
Jul-16,REF,other,1973,15,25
Jul-16,RH8,1,8959,695,1716
Jul-16,RA2,1,6109,752,1875
Jul-16,RD1,1,6460,1301,2151
Jul-16,RD1,other,1017,21,83
Jul-16,RNZ,1,4341,453,1083
Jul-16,RNZ,2,314,7,0
Jul-16,Y02666,other,2171,0,0
Jul-16,RH5,other,9025,27,0
Jul-16,NTP11,other,4725,4,0
Jul-16,RW1,other,2946,31,6
Jul-16,NTPAD,other,5203,9,0
Jul-16,RTP,1,8406,391,2447
Jul-16,RDR,other,9779,139,0
Jul-16,RBA,1,5884,398,1705
Jul-16,AAH,other,237,0,0
Jul-16,RDZ,1,6997,357,1791
Jul-16,RDZ,2,1591,0,10
Jul-16,RA9,1,6971,819,2657
Jul-16,RA9,other,3708,0,0
Jul-16,RHM,1,8859,778,3254
Jul-16,RHM,2,1639,5,10
Jul-16,RA7,1,9180,1159,2863
Jul-16,RA7,2,1925,26,16
Jul-16,RYR,1,12832,847,3412
Jul-16,RYR,other,1016,4,0
Jul-16,RA3,1,5042,778,1085
Jul-16,NDA56,other,2769,15,0
Jul-16,G82071,other,2450,0,0
Jul-16,NDA55,other,3510,5,0
Jul-16,NLX24,other,1647,9,0
Jul-16,RA4,1,4175,391,934
Jun-16,RF4,1,19377,3887,4069
Jun-16,RF4,2,736,27,0
Jun-16,RF4,other,2679,5,0
Jun-16,R1H,1,28180,5232,6484
Jun-16,R1H,2,674,3,0
Jun-16,R1H,other,9765,78,0
Jun-16,AD913,other,4234,0,0
Jun-16,RYX,other,18533,22,0
Jun-16,RQM,1,16021,970,3398
Jun-16,RQM,other,7049,31,0
Jun-16,RJ6,1,5832,501,1885
Jun-16,RJ6,other,4229,39,0
Jun-16,Y02696,other,944,0,0
Jun-16,NX122,other,2615,0,0
Jun-16,RVR,1,12410,691,3033
Jun-16,RVR,2,455,3,5
Jun-16,RJ1,1,12355,1647,3137
Jun-16,RJ1,2,809,0,0
Jun-16,RJ1,other,3031,0,0
Jun-16,Y03082,other,3525,0,0
Jun-16,RQX,1,10377,745,1580
Jun-16,RY9,other,4324,0,0
Jun-16,RYJ,1,9473,2006,3378
Jun-16,RYJ,2,3959,17,9
Jun-16,RYJ,other,10615,138,0
Jun-16,RJZ,1,17247,3730,4577
Jun-16,RJZ,2,2205,10,0
Jun-16,RJZ,other,5225,261,0
Jun-16,RAX,1,8669,781,1650
Jun-16,RAX,2,953,2,0
Jun-16,RJ2,1,17107,3597,4004
Jun-16,RJ2,other,5766,240,0
Jun-16,R1K,1,11931,2508,5364
Jun-16,R1K,other,14846,123,0
Jun-16,RP6,2,8542,97,27
Jun-16,RAT,other,4792,34,0
Jun-16,RAP,1,13809,3162,2640
Jun-16,Y02973,other,785,0,0
Jun-16,Y02585,other,809,2,0
Jun-16,AF003,other,506,0,0
Jun-16,AF002,other,738,0,0
Jun-16,RAL,1,18731,2142,4035
Jun-16,RAL,other,3178,0,0
Jun-16,Y03047,other,1693,0,0
Jun-16,RJ7,1,12896,858,3820
Jun-16,RJ7,other,1414,4,0
Jun-16,F84747,other,2225,0,0
Jun-16,RAS,1,5023,1601,1649
Jun-16,RAS,other,8378,37,0
Jun-16,Y03094,other,2929,0,0
Jun-16,Y02987,other,1040,0,0
Jun-16,E84068,other,3184,0,0
Jun-16,RKE,1,7908,969,1322
Jun-16,RRV,1,11479,922,2075
Jun-16,Y02147,other,9233,0,0
Jun-16,Y03201,other,2215,0,0
Jun-16,NL7,other,4682,0,0
Jun-16,RDD,1,11187,2169,2038
Jun-16,RC1,1,6078,490,1802
Jun-16,RYW,2,414,0,0
Jun-16,M85813,other,3247,0,0
Jun-16,RQ3,1,4656,129,842
Jun-16,RJF,1,5459,970,1574
Jun-16,RJF,other,4583,1,0
Jun-16,RGT,1,9132,2570,2853
Jun-16,RGT,other,3257,11,0
Jun-16,RFS,1,6717,1202,1902
Jun-16,NQ108,other,2596,2,0
Jun-16,RDE,1,6892,951,2340
Jun-16,Y03571,other,5770,7,0
Jun-16,Y02613,other,3959,0,0
Jun-16,RTG,1,11631,1683,3405
Jun-16,RTG,other,3808,0,0
Jun-16,RY8,other,4801,4,0
Jun-16,NNJ,other,1590,0,0
Jun-16,RWH,1,8682,1996,3025
Jun-16,RWH,other,4331,0,0
Jun-16,NAX,other,596,0,0
Jun-16,NQ106,other,670,0,0
Jun-16,RLT,1,6448,322,1136
Jun-16,NTPAL,other,1915,0,0
Jun-16,Y02662,other,1142,0,0
Jun-16,NEH06,other,1905,3,0
Jun-16,RR1,1,18816,2563,5940
Jun-16,RR1,other,3669,55,1248
Jun-16,RY4,other,872,0,0
Jun-16,RQQ,1,3887,919,804
Jun-16,RGQ,1,7287,552,1978
Jun-16,RGQ,other,393,0,151
Jun-16,RGP,1,6503,514,1056
Jun-16,RNQ,1,7326,705,2430
Jun-16,C82038,other,434,0,0
Jun-16,RY5,other,13324,137,38
Jun-16,NJS05,other,4013,118,0
Jun-16,RC9,1,8486,132,2392
Jun-16,RC9,other,3425,0,0
Jun-16,C82009,other,376,0,0
Jun-16,NLO11,other,556,0,0
Jun-16,NLO09,other,454,0,0
Jun-16,RQ8,1,7622,1885,1844
Jun-16,RQ8,other,442,21,0
Jun-16,RD8,1,7326,600,1380
Jun-16,RD8,other,4534,6,0
Jun-16,RM1,1,10653,1184,2808
Jun-16,RM1,other,1095,0,0
Jun-16,Y02646,other,4520,0,0
Jun-16,RGN,1,8127,1477,2214
Jun-16,RGN,other,804,0,0
Jun-16,RNS,1,8658,512,2737
Jun-16,RNS,2,968,8,0
Jun-16,NMH01,other,5182,0,0
Jun-16,NR3,other,4845,30,0
Jun-16,RX1,1,14657,4744,3835
Jun-16,RX1,2,1508,9,0
Jun-16,RX1,other,233,0,0
Jun-16,NLO10,other,2693,13,0
Jun-16,C82010,other,339,0,0
Jun-16,NLO12,other,299,0,0
Jun-16,Y02428,other,2007,0,0
Jun-16,RXK,1,14021,1588,3056
Jun-16,RXK,2,2015,37,30
Jun-16,RXK,other,2666,0,0
Jun-16,RK5,1,8907,709,2554
Jun-16,RK5,other,3482,44,6
Jun-16,RXW,1,10197,2132,2151
Jun-16,RXW,other,1929,0,0
Jun-16,R1D,2,411,0,0
Jun-16,R1D,other,2132,0,0
Jun-16,Y02568,other,3604,0,0
Jun-16,Y02615,other,5167,0,0
Jun-16,RJC,1,5109,229,1620
Jun-16,RJC,other,656,0,0
Jun-16,RAJ,1,8523,1102,2224
Jun-16,Y02961,other,3771,0,0
Jun-16,RNA,1,8444,466,2508
Jun-16,RNA,other,5918,0,0
Jun-16,RQW,1,8240,2487,2014
Jun-16,RQW,other,221,0,0
Jun-16,RCX,1,5174,495,1861
Jun-16,RL4,1,11028,1280,2648
Jun-16,RL4,other,4229,0,0
Jun-16,RWD,1,13704,2579,3539
Jun-16,RRK,1,9608,1397,2747
Jun-16,RKB,1,11639,2888,3650
Jun-16,RKB,2,1943,18,77
Jun-16,RKB,other,2380,9,2
Jun-16,RWE,1,12094,3613,3498
Jun-16,RWE,2,1802,85,10
Jun-16,RWE,other,5566,73,229
Jun-16,RJE,1,15024,4019,4564
Jun-16,RJE,2,415,0,0
Jun-16,RJE,other,4834,50,0
Jun-16,RBK,1,5775,1030,1777
Jun-16,RBK,other,4297,18,0
Jun-16,ATQ02,other,3727,0,0
Jun-16,RWG,1,7693,1907,2906
Jun-16,RWG,other,4169,67,0
Jun-16,RGR,1,5578,917,1888
Jun-16,NLO20,other,3886,32,0
Jun-16,RWP,1,10212,2447,2864
Jun-16,RWP,other,5726,0,0
Jun-16,R1A,2,637,0,0
Jun-16,RLQ,1,4542,873,860
Jun-16,RLQ,other,3129,0,0
Jun-16,REM,1,7032,1701,2283
Jun-16,REM,other,6581,0,0
Jun-16,RCF,1,4665,273,979
Jun-16,RBS,1,4780,200,1082
Jun-16,RFF,1,7039,314,1993
Jun-16,RXL,1,7555,1417,2039
Jun-16,RXL,other,9178,7,0
Jun-16,RMC,1,9387,1377,2131
Jun-16,RAE,1,11165,1047,2747
Jun-16,NNF09,other,1088,0,0
Jun-16,RY2,other,8033,20,0
Jun-16,RWY,1,12781,630,2524
Jun-16,NTP08,other,3554,5,0
Jun-16,RW3,1,12214,1586,3456
Jun-16,RW3,2,3525,6,157
Jun-16,RW3,other,9759,16,186
Jun-16,RLN,1,7035,463,2648
Jun-16,RLN,2,2350,6,27
Jun-16,RLN,other,2455,1,0
Jun-16,RJR,1,5942,820,1721
Jun-16,RJR,other,676,11,0
Jun-16,RXP,1,10957,1073,3075
Jun-16,RXP,other,12761,0,0
Jun-16,RNN,other,1475,20,0
Jun-16,RP5,1,11424,1108,3109
Jun-16,RP5,other,2937,0,238
Jun-16,RJN,1,3982,517,902
Jun-16,RJN,other,352,0,0
Jun-16,RXR,1,9464,1941,3084
Jun-16,RXR,other,6073,317,49
Jun-16,NNF28,other,398,0,0
Jun-16,RR7,1,7192,323,1666
Jun-16,RR7,other,2252,0,0
Jun-16,RCD,1,4103,198,845
Jun-16,RCD,other,884,0,0
Jun-16,RWA,1,11197,1769,1501
Jun-16,RWA,other,1349,4,0
Jun-16,RV9,other,1910,2,0
Jun-16,RXN,1,7573,885,1856
Jun-16,RXN,other,3191,10,126
Jun-16,Y01231,other,2755,0,0
Jun-16,RR8,1,17545,2507,6408
Jun-16,RR8,other,2114,0,0
Jun-16,Y02875,other,3378,0,0
Jun-16,RY1,other,2148,0,0
Jun-16,REP,2,1020,9,107
Jun-16,Y01069,other,2848,0,0
Jun-16,RBT,1,5380,933,1994
Jun-16,RBT,other,2067,0,0
Jun-16,RXF,1,20267,3029,4437
Jun-16,RNL,1,7849,705,1896
Jun-16,RVW,1,6005,541,1537
Jun-16,RVW,other,1687,1,0
Jun-16,RTV,other,1695,0,0
Jun-16,NLO01,other,5822,32,0
Jun-16,RJL,1,11316,843,2432
Jun-16,RJL,other,1739,3,0
Jun-16,RTF,1,14184,741,3754
Jun-16,RTF,other,2099,4,2
Jun-16,RW6,1,22114,3921,4622
Jun-16,RW6,other,4082,60,141
Jun-16,RT2,other,4827,0,0
Jun-16,RQ6,1,7558,1576,2177
Jun-16,RQ6,2,1933,1,45
Jun-16,RQ6,other,9831,0,0
Jun-16,RM3,1,8413,503,2713
Jun-16,RCU,1,4658,125,680
Jun-16,RHQ,1,9146,2400,2765
Jun-16,RHQ,2,1184,0,0
Jun-16,RHQ,other,7176,0,3
Jun-16,RTR,1,10875,815,1971
Jun-16,RTR,other,5552,0,30
Jun-16,RE9,1,5243,391,1257
Jun-16,RE9,other,768,0,0
Jun-16,RVY,1,6225,1020,1989
Jun-16,RVY,other,5056,4,0
Jun-16,RBN,1,8701,2346,3169
Jun-16,RBN,other,5378,14,0
Jun-16,RWJ,1,7963,1177,2306
Jun-16,RMP,1,7182,967,1767
Jun-16,RTD,1,9860,536,2118
Jun-16,RTD,2,1736,26,15
Jun-16,RTD,other,4012,0,3
Jun-16,RFR,1,6538,530,1374
Jun-16,RM2,1,8153,1908,2284
Jun-16,RTX,1,7949,767,2209
Jun-16,RTX,other,1770,43,110
Jun-16,RWW,1,6726,658,2536
Jun-16,RWW,other,3514,6,0
Jun-16,RY7,other,5629,33,0
Jun-16,RBL,1,8088,1286,2296
Jun-16,RBL,other,2322,0,0
Jun-16,AJN,other,1981,0,0
Jun-16,RRF,1,7386,453,1828
Jun-16,RCB,1,9700,2023,3111
Jun-16,RCB,other,6391,40,0
Jun-16,RTK,1,8212,1025,1895
Jun-16,RTK,other,1284,0,0
Jun-16,Y02688,other,3386,0,0
Jun-16,NQT10,other,3226,0,0
Jun-16,RWX,other,5639,0,0
Jun-16,RXH,1,12352,2020,3519
Jun-16,RXH,2,1164,0,12
Jun-16,NLW,other,5066,45,0
Jun-16,RXQ,1,6941,683,2728
Jun-16,RXQ,2,1123,0,418
Jun-16,RXQ,other,3680,62,0
Jun-16,Y02596,other,1931,0,0
Jun-16,Y00058,other,2588,16,0
Jun-16,NLT02,other,1168,0,0
Jun-16,RJ8,other,9454,22,11
Jun-16,RN7,1,8517,1048,2346
Jun-16,RBD,1,3864,308,1340
Jun-16,RDY,other,4051,0,5
Jun-16,RVV,1,12832,2535,3170
Jun-16,RVV,other,5028,74,1157
Jun-16,RXC,1,9240,1550,2584
Jun-16,RDU,1,19970,1406,6026
Jun-16,R1J,other,6174,22,1
Jun-16,RTE,1,11343,1467,3558
Jun-16,RN3,1,6597,934,2276
Jun-16,RN3,other,5846,17,0
Jun-16,RN5,1,9135,1527,2214
Jun-16,RN5,other,803,0,0
Jun-16,NDA57,other,786,7,0
Jun-16,R1F,1,3574,760,803
Jun-16,R1F,other,1639,0,0
Jun-16,RYY,other,10364,6,0
Jun-16,NR5,other,3913,0,0
Jun-16,RWF,1,12056,1269,3097
Jun-16,RWF,other,2071,0,0
Jun-16,RPA,1,9302,1679,2059
Jun-16,RVJ,1,7083,1262,2369
Jun-16,RBZ,1,4242,634,1191
Jun-16,RBZ,other,6594,0,0
Jun-16,L83087,other,75,0,0
Jun-16,RNU,other,2984,75,0
Jun-16,RTH,1,10937,1501,3194
Jun-16,RTH,2,1743,0,100
Jun-16,NLX02,other,666,0,0
Jun-16,RK9,1,8109,1078,2526
Jun-16,RK9,2,306,0,0
Jun-16,RD3,1,5757,523,1547
Jun-16,RHU,1,9098,2119,3031
Jun-16,RHU,2,766,1,0
Jun-16,RHU,other,1903,1,5
Jun-16,RPC,other,861,6,9
Jun-16,RHW,1,8875,476,3084
Jun-16,RHW,2,1347,1,6
Jun-16,REF,1,5981,1044,2528
Jun-16,REF,other,1781,23,8
Jun-16,RH8,1,8399,587,1865
Jun-16,RA2,1,5892,790,1938
Jun-16,RD1,1,6032,1288,2119
Jun-16,RD1,other,940,11,72
Jun-16,RNZ,1,3940,300,1028
Jun-16,RNZ,2,361,10,0
Jun-16,Y02666,other,2204,0,0
Jun-16,RH5,other,7925,86,0
